line_id	line
8017	"that he has always been jolly!



CHAPTER 115

The Pequod Meets The Bachelor.


And jolly enough were the sights and the sounds that came bearing
down before the wind, some few weeks after Ahab's harpoon had been
welded.

It was a Nantucket ship, the Bachelor, which had just wedged in her
last cask of oil, and bolted down her bursting hatches; and now, in
glad holiday apparel, was joyously, though somewhat vain-gloriously,
sailing round among the widely-separated ships on the ground,
previous to pointing her prow for home.

The three men at her mast-head wore long streamers of narrow red
bunting at their hats; from the stern, a whale-boat was suspended,
bottom down; and hanging captive from the bowsprit was seen the long
lower jaw of the last whale they had slain.  Signals, ensigns, and
jacks of all colours were flying from her rigging, on every side.
Sideways lashed in each of her three basketed tops were two barrels
of sperm; above which, in her top-mast cross-trees, you saw slender
breakers of the same precious fluid; and nailed to her main truck was
a brazen lamp.

As was afterwards learned, the Bachelor had met with the most
surprising success; all the more wonderful, for that while cruising
in the same seas numerous other vessels had gone entire months
without securing a single fish.  Not only had barrels of beef and
bread been given away to make room for the far more valuable sperm,
but additional supplemental casks had been bartered for, from the
ships she had met; and these were stowed along the deck, and in the
captain's and officers' state-rooms.  Even the cabin table itself
had been knocked into kindling-wood; and the cabin mess dined off the
broad head of an oil-butt, lashed down to the floor for a
centrepiece.  In the forecastle, the sailors had actually caulked
and pitched their chests, and filled them; it was humorously added,
that the cook had clapped a head on his largest boiler, and filled
it; that the steward had plugged his spare coffee-pot and filled it;
that the harpooneers had headed the sockets of their irons and filled
them; that indeed everything was filled with sperm, except the
captain's pantaloons pockets, and those he reserved to thrust his
hands into, in self-complacent testimony of his entire satisfaction.

As this glad ship of good luck bore down upon the moody Pequod, the
barbarian sound of enormous drums came from her forecastle; and
drawing still nearer, a crowd of her men were seen standing round her
huge try-pots, which, covered with the parchment-like POKE or stomach
skin of the black fish, gave forth a loud roar to every stroke of the
clenched hands of the crew.  On the quarter-deck, the mates and
harpooneers were dancing with the olive-hued girls who had eloped
with them from the Polynesian Isles; while suspended in an
ornamented boat, firmly secured aloft between the foremast and
mainmast, three Long Island negroes, with glittering fiddle-bows of
whale ivory, were presiding over the hilarious jig.  Meanwhile,
others of the ship's company were tumultuously busy at the masonry of
the try-works, from which the huge pots had been removed.  You would
have almost thought they were pulling down the cursed Bastille, such
wild cries they raised, as the now useless brick and mortar were
being hurled into the sea.

Lord and master over all this scene, the captain stood erect on the
ship's elevated quarter-deck, so that the whole rejoicing drama was
full before him, and seemed merely contrived for his own individual
diversion.

And Ahab, he too was standing on his quarter-deck, shaggy and black,
with a stubborn gloom; and as the two ships crossed each other's
wakes--one all jubilations for things passed, the other all
forebodings as to things to come--their two captains in themselves
impersonated the whole striking contrast of the scene.

Come aboard, come aboard! cried the gay Bachelor's commander,
lifting a glass and a bottle in the air.

Hast seen the White Whale? gritted Ahab in reply.

No; only heard of him; but don't believe in him at all, said the
other good-humoredly.  Come aboard!

Thou art too damned jolly.  Sail on.  Hast lost any men?

Not enough to speak of--two islanders, that's all;--but come aboard,"
8018	old hearty, come along.  I'll soon take that black from your brow.
8019	Come along, will ye (merry's the play); a full ship and
8020	"homeward-bound.

How wondrous familiar is a fool! muttered Ahab; then aloud, Thou"
8021	art a full ship and homeward bound, thou sayst; well, then, call me
8022	an empty ship, and outward-bound.  So go thy ways, and I will mine.
8023	"Forward there!  Set all sail, and keep her to the wind!

And thus, while the one ship went cheerily before the breeze, the
other stubbornly fought against it; and so the two vessels parted;
the crew of the Pequod looking with grave, lingering glances towards
the receding Bachelor; but the Bachelor's men never heeding their
gaze for the lively revelry they were in.  And as Ahab, leaning over
the taffrail, eyed the homewardbound craft, he took from his pocket a
small vial of sand, and then looking from the ship to the vial,
seemed thereby bringing two remote associations together, for that
vial was filled with Nantucket soundings.



CHAPTER 116

The Dying Whale.


Not seldom in this life, when, on the right side, fortune's favourites
sail close by us, we, though all adroop before, catch somewhat of the
rushing breeze, and joyfully feel our bagging sails fill out.  So
seemed it with the Pequod.  For next day after encountering the gay
Bachelor, whales were seen and four were slain; and one of them by
Ahab.

It was far down the afternoon; and when all the spearings of the
crimson fight were done: and floating in the lovely sunset sea and
sky, sun and whale both stilly died together; then, such a sweetness
and such plaintiveness, such inwreathing orisons curled up in that
rosy air, that it almost seemed as if far over from the deep green
convent valleys of the Manilla isles, the Spanish land-breeze,
wantonly turned sailor, had gone to sea, freighted with these vesper
hymns.

Soothed again, but only soothed to deeper gloom, Ahab, who had
sterned off from the whale, sat intently watching his final wanings
from the now tranquil boat.  For that strange spectacle observable in
all sperm whales dying--the turning sunwards of the head, and so
expiring--that strange spectacle, beheld of such a placid evening,
somehow to Ahab conveyed a wondrousness unknown before.

He turns and turns him to it,--how slowly, but how steadfastly, his"
8024	homage-rendering and invoking brow, with his last dying motions.  He
8025	too worships fire; most faithful, broad, baronial vassal of the
8026	sun!--Oh that these too-favouring eyes should see these too-favouring
8027	sights.  Look! here, far water-locked; beyond all hum of human weal
8028	or woe; in these most candid and impartial seas; where to traditions
8029	no rocks furnish tablets; where for long Chinese ages, the billows
8030	have still rolled on speechless and unspoken to, as stars that shine
8031	upon the Niger's unknown source; here, too, life dies sunwards full
8032	of faith; but see! no sooner dead, than death whirls round the
8033	corpse, and it heads some other way.
8034	
8035	"Oh, thou dark Hindoo half of nature, who of drowned bones hast
builded thy separate throne somewhere in the heart of these
unverdured seas; thou art an infidel, thou queen, and too truly
speakest to me in the wide-slaughtering Typhoon, and the hushed
burial of its after calm.  Nor has this thy whale sunwards turned his
dying head, and then gone round again, without a lesson to me.

Oh, trebly hooped and welded hip of power!  Oh, high aspiring,"
8036	rainbowed jet!--that one strivest, this one jettest all in vain!  In
8037	vain, oh whale, dost thou seek intercedings with yon all-quickening
8038	sun, that only calls forth life, but gives it not again.  Yet dost
8039	thou, darker half, rock me with a prouder, if a darker faith.  All
8040	thy unnamable imminglings float beneath me here; I am buoyed by
8041	breaths of once living things, exhaled as air, but water now.
8042	
8043	"Then hail, for ever hail, O sea, in whose eternal tossings the wild
fowl finds his only rest.  Born of earth, yet suckled by the sea;
though hill and valley mothered me, ye billows are my
foster-brothers!"
8044	
8045	
8046	
8047	CHAPTER 117
8048	
8049	The Whale Watch.
8050	
8051	
8052	The four whales slain that evening had died wide apart; one, far to
8053	windward; one, less distant, to leeward; one ahead; one astern.
8054	These last three were brought alongside ere nightfall; but the
8055	windward one could not be reached till morning; and the boat that had
8056	killed it lay by its side all night; and that boat was Ahab's.
8057	
8058	The waif-pole was thrust upright into the dead whale's spout-hole;
